Word,Sana,Rank
Islamic,islamilainen,2619
snap,napsahtaa,2620
terrorism,terrorismi,2621
refugee,pakolainen,2622
incorporate,sisällyttää,2623
hip,lonkka,2624
ultimate,perimmäinen,2625
switch,vaihtaa,2626
corporation,yhtiö,2627
valuable,arvokas,2628
assumption,olettamus,2629
gear,vaihde,2630
graduate,valmistua,2631
barrier,este,2632
minor,vähäinen,2633
provision,säännös,2634
killer,tappaja,2635
assign,luovuttaa,2636
gang,jengi,2637
developing,kehittämällä,2638
classic,klassikko,2639
chemical,kemiallinen,2640
wave,Aalto,2641
label,etiketti,2642
teen,teini-ikäinen,2643
index,indeksi,2644
vacation,loma,2645
advocate,puolestapuhuja,2646
draft,luonnos,2647
extraordinary,epätavallinen,2648
heaven,taivas,2649
rough,karkea,2650
yell,huutaa,2651
pregnant,raskaana,2652
distant,kaukainen,2653
drama,draama,2654
satellite,satelliitti,2655
personally,henkilökohtaisesti,2656
wonder,ihme,2657
clock,kello,2658
chocolate,suklaa,2659
Italian,italialainen,2660
Canadian,kanadalainen,2661
ceiling,katto,2662
sweep,lakaista,2663
advertising,mainonta,2664
universal,yleismaailmallinen,2665
spin,pyöräyttää,2666
house,talo,2667
button,nappi,2668
bell,soittokello,2669
rank,arvo,2670
darkness,pimeys,2671
ahead,eteenpäin,2672
clothing,vaatetus,2673
super,Super,2674
yield,tuotto,2675
fence,aita,2676
portrait,muotokuva,2677
paint,maali-,2678
survival,eloonjääminen,2679
roughly,karkeasti,2680
lawsuit,oikeusjuttu,2681
bottom,pohja,2682
testimony,todistus,2683
bunch,kimppu,2684
beat,lyödä,2685
wind,tuuli,2686
found,löydetty,2687
burden,taakka,2688
react,suhtautua,2689
chamber,kammio,2690
furniture,huonekalut,2691
cooperation,yhteistyö,2692
string,jono,2693
ceremony,seremonia,2694
communicate,tiedottaa,2695
taste,maku,2696
cheek,poski,2697
lost,menetetty,2698
profile,profiili,2699
mechanism,mekanismi,2700
disagree,olla eri mieltä,2701
like,Kuten,2702
penalty,rangaistus,2703
match,ottelu,2704
ie,eli,2705
advance,edetä,2706
resort,lomakeskus,2707
destruction,tuho,2708
bear,karhu,2709
unlikely,epätodennäköistä,2710
tissue,kudos,2711
constitutional,perustuslaillinen,2712
pant,huohottaa,2713
stranger,muukalainen,2714
infection,infektio,2715
cabinet,kaappi,2716
broken,rikki,2717
apple,omena,2718
electric,sähköinen,2719
proceed,edetä,2720
track,seurata,2721
bet,veto,2722
literary,kirjallisuuden-,2723
virus,virus,2724
stupid,tyhmä,2725
dispute,riita,2726
fortune,onni,2727
strategic,strateginen,2728
assistant,avustaja,2729
overcome,voittaa,2730
remarkable,huomattava,2731
occupy,miehittää,2732
statistics,tilasto,2733
shopping,ostokset,2734
cousin,serkku,2735
encounter,kohdata,2736
wipe,pyyhkiä,2737
initially,ensin,2738
blind,sokea,2739
white,valkoinen,2740
port,portti,2741
honor,kunnia,2742
electricity,sähkö,2743
genetic,geneettinen,2744
adviser,neuvonantaja,2745
pay,maksaa,2746
spokesman,tiedottaja,2747
retain,säilyttää,2748
latter,jälkimmäinen,2749
incentive,kannustin,2750
slave,orja,2751
chemical,kemiallinen,2752
translate,Kääntää,2753
accurate,tarkka,2754
whereas,taas,2755
terror,terrori,2756
though,vaikka,2757
expansion,laajeneminen,2758
elite,eliitti,2759
Olympic,olympia-,2760
dirt,lika,2761
odd,outo,2762
rice,riisi,2763
bullet,luoti,2764
tight,tiukka,2765
Bible,raamattu,2766
chart,kartoittaa,2767
solar,aurinko-,2768
decline,aleneminen,2769
conservative,konservatiivinen,2770
process,käsitellä asiaa,2771
square,neliö-,2772
stick,tikku,2773
concentration,keskittyminen,2774
complicated,monimutkainen,2775
gently,kevyesti,2776
champion,mestari,2777
scenario,skenaario,2778
telescope,teleskooppi,2779
reflection,heijastus,2780
revolution,vallankumous,2781
strip,kaistale,2782
interpret,tulkita,2783
friendly,ystävällinen,2784
tournament,turnaus,2785
fiction,kaunokirjallisuus,2786
detect,havaita,2787
balance,saldo,2788
likely,todennäköisesti,2789
tremendous,valtava,2790
lifetime,elinikä,2791
recommendation,suositus,2792
flow,virtaus,2793
senator,senaattori,2794
market,markkinoida,2795
hunting,metsästys,2796
salad,salaatti,2797
guarantee,takuu,2798
innocent,viaton,2799
boundary,raja,2800
pause,tauko,2801
remote,etä,2802
satisfaction,tyytyväisyys,2803
journal,päiväkirja,2804
bench,penkki,2805
lover,rakastaja,2806
raw,raaka,2807
awareness,tietoisuus,2808
surprising,yllättävä,2809
withdraw,peruuttaa,2810
general,yleinen,2811
deck,kansi,2812
similarly,samalla lailla,2813
newly,hiljattain,2814
pole,napa,2815
testify,todistaa,2816
mode,tila,2817
dialogue,vuoropuhelu,2818
imply,vihjata,2819
naturally,luonnollisesti,2820
mutual,keskinäinen,2821
founder,perustaja,2822
top,ylin,2823
advanced,pitkälle kehittynyt,2824
pride,ylpeys,2825
dismiss,erottaa,2826
aircraft,ilma-alus,2827
delivery,toimitus,2828
mainly,pääasiallisesti,2829
bake,leipoa,2830
freeze,jäädyttää,2831
platform,foorumi,2832
finance,Rahoittaa,2833
sink,pesuallas,2834
attractive,viehättävä,2835
respect,kunnioittaminen,2836
diverse,monipuolinen,2837
relevant,merkityksellinen,2838
ideal,ihanteellinen,2839
joy,ilo,2840
worth,arvoinen,2841
regularly,säännöllisesti,2842
working,työskentely,2843
singer,laulaja,2844
evolve,kehittää,2845
shooting,ammunta,2846
partly,osittain,2847
unknown,tuntematon,2848
assistant,avustaja,2849
offense,rikkomus,2850
counter,laskuri,2851
DNA,DNA-,2852
smell,haju,2853
potentially,mahdollisesti,2854
transfer,siirtää,2855
thirty,kolmekymmentä,2856
justify,perustella,2857
protest,protesti,2858
crash,romahdus,2859
craft,alus,2860
treaty,sopimus,2861
terrorist,terroristi,2862
insight,oivallus,2863
possess,omistaa,2864
politically,poliittisesti,2865
tap,hana,2866
lie,valehdella,2867
extensive,laaja,2868
episode,episodi,2869
double,kaksinkertainen,2870
swim,uida,2871
tire,Rengas,2872
fault,vika,2873
loose,löysä,2874
free,vapaa,2875
shortly,pian,2876
originally,alun perin,2877
considerable,huomattava,2878
prior,ennen,2879
intellectual,älyllinen,2880
mix,sekoittaa,2881
assault,hyökkäys,2882
relax,rentoutua,2883
stair,rappu,2884
adventure,seikkailu,2885
external,ulkoinen,2886
proof,todiste,2887
confident,luottavainen,2888
headquarters,päämaja,2889
sudden,äkillinen,2890
dirty,likainen,2891
violation,rikkominen,2892
tongue,kieli,2893
license,lisenssi,2894
hold,pitää,2895
shelter,suoja,2896
rub,hieroa,2897
controversy,kiista,2898
entrance,Sisäänkäynti,2899
favorite,suosikki-,2900
practice,harjoitella,2901
properly,asianmukaisesti,2902
fade,häivyttää,2903
defensive,puolustava,2904
tragedy,tragedia,2905
net,netto,2906
characterize,kuvata,2907
funeral,hautajaiset,2908
profession,ammatti,2909
alter,muuttaa,2910
spot,täplä,2911
constitute,muodostaa,2912
establishment,perustaminen,2913
squeeze,puristaa,2914
imagination,mielikuvitus,2915
target,kohde,2916
mask,naamio,2917
convert,muuntaa,2918
comprehensive,kattava,2919
prominent,näkyvä,2920
presentation,esittely,2921
regardless,riippumatta,2922
easy,helppo,2923
load,ladata,2924
stable,vakaa,2925
introduction,esittely,2926
appeal,valitus,2927
pretend,teeskennellä,2928
not,ei,2929
elderly,vanhukset,2930
representation,edustus,2931
deer,Peura,2932
split,jakaa,2933
violate,rikkoa,2934
partnership,kumppanuus,2935
pollution,saastuminen,2936
emission,päästö,2937
steady,vakaa,2938
vital,elintärkeä,2939
neither,ei kumpikaan,2940
fate,kohtalo,2941
earnings,tulot,2942
oven,uuni,2943
distinction,ero,2944
segment,segmentti,2945
nowhere,ei mihinkään,2946
poet,runoilija,2947
mere,pelkkä,2948
exciting,jännittävä,2949
variation,vaihtelu,2950
comfort,mukavuus,2951
radical,radikaali,2952
stress,stressi,2953
adapt,sopeuttaa,2954
Irish,irlantilainen,2955
honey,hunaja,2956
correspondent,kirjeenvaihtaja,2957
pale,kalpea,2958
musician,muusikko,2959
significance,merkitys,2960
load,ladata,2961
round,pyöristää,2962
vessel,alus,2963
storage,varastointi,2964
flee,pakenemaan,2965
mm-hmm,mm-HMM,2966
leather,nahka-,2967
distribute,jakaa,2968
evolution,evoluutio,2969
ill,sairas,2970
tribe,heimo,2971
shelf,hylly,2972
can,voida,2973
grandfather,isoisä,2974
lawn,nurmikko,2975
buyer,ostaja,2976
dining,ruokailu,2977
wisdom,viisaus,2978
council,neuvosto,2979
vulnerable,haavoittuva,2980
instance,ilmentymä,2981
garlic,valkosipuli,2982
capability,valmiudet,2983
poetry,runous,2984
celebrity,julkkis,2985
gradually,vähitellen,2986
stability,pysyvyys,2987
doubt,epäillä,2988
fantasy,fantasia,2989
scared,pelästynyt,2990
guide,opas,2991
plot,juoni,2992
framework,puitteet,2993
gesture,ele,2994
depending,riippuen,2995
ongoing,jatkuva,2996
psychology,psykologia,2997
since,siitä asti kun,2998
counselor,neuvonantaja,2999
witness,todistaja,3000
chapter,luku,3001
fellow,kaveri,3002
divorce,avioero,3003
owe,olla velkaa,3004
hay,heinä,3005
athletic,urheilu-,3006
slight,hienoinen,3007
math,matematiikka,3008
shade,sävy,3009
tail,pyrstö,3010
sustain,pitää yllä,3011
mount,asentaa,3012
obligation,vaatimus,3013
angle,kulma,3014
palm,palmu,3015
differ,erota,3016
custom,asiakassuhde,3017
store,myymälä,3018
economist,ekonomisti,3019
fifteen,viisitoista,3020
soup,keitto,3021
celebration,juhla,3022
efficient,tehokas,3023
damage,vahingoittaa,3024
composition,sävellys,3025
satisfy,tyydyttää,3026
pile,pino,3027
briefly,lyhyesti,3028
carbon,hiili,3029
closer,lähemmäksi,3030
consume,kuluttaa,3031
scheme,ohjelma,3032
crack,crack,3033
frequency,taajuus,3034
tobacco,tupakka,3035
survivor,selviytyjä,3036
besides,sitä paitsi,3037
in,sisään,3038
psychologist,psykologi,3039
wealthy,varakas,3040
galaxy,galaksi,3041
given,tietty,3042
fund,rahoittaa,3043
ski,hiihtää,3044
limitation,rajoitus,3045
OK,kunnossa,3046
trace,jäljittää,3047
appointment,nimittäminen,3048
preference,etusija,3049
meter,mittari,3050
explosion,räjähdys,3051
arrest,pidätys,3052
publicly,julkisesti,3053
incredible,uskomaton,3054
fighter,taistelija,3055
rapid,nopea,3056
admission,pääsy,3057
hunter,metsästäjä,3058
educate,kouluttaa,3059
painful,tuskallinen,3060
friendship,ystävyys,3061
aide,avustaja,3062
infant,pikkulasten,3063
calculate,laskea,3064
fifty,viisikymmentä,3065
rid,eroon,3066
porch,kuisti,3067
tendency,suuntaus,3068
uniform,yhtenäinen,3069
formation,muodostus,3070
scholarship,apuraha,3071
reservation,varaus,3072
efficiency,tehokkuus,3073
waste,jätteet,3074
qualify,pätevöityä,3075
mall,ostoskeskus,3076
derive,saada,3077
scandal,skandaali,3078
PC,PC,3079
helpful,hyödyllinen,3080
impress,tehdä vaikutus,3081
heel,kantapää,3082
resemble,muistuttaa,3083
privacy,yksityisyys,3084
fabric,kangas,3085
surprise,yllätys,3086
contest,kilpailu,3087
proportion,osa,3088
guideline,ohje,3089
rifle,kivääri,3090
maintenance,ylläpito,3091
conviction,vakaumus,3092
trick,temppu,3093
organic,orgaaninen,3094
tent,teltta,3095
examination,tutkimus,3096
publisher,kustantaja,3097
strengthen,vahvistaa,3098
French,Ranskan kieli,3099
proposed,ehdotettu,3100
myth,myytti,3101
sophisticated,hienostunut,3102
cow,lehmä,3103
etc,jne,3104
standing,pysyvä,3105
asleep,unessa,3106
tennis,tennis,3107
nerve,hermo,3108
barrel,tynnyri,3109
bombing,pommitus,3110
membership,jäsenyys,3111
ratio,suhde,3112
menu,valikko,3113
purchase,ostaa,3114
controversial,kiistanalainen,3115
desperate,epätoivoinen,3116
rate,nopeus,3117
lifestyle,elämäntapa,3118
humor,huumori,3119
loud,äänekäs,3120
glove,käsine,3121
suspect,epäilty,3122
sufficient,riittävä,3123
narrative,kerronta,3124
photographer,valokuvaaja,3125
helicopter,helikopteri,3126
Catholic,katolinen,3127
modest,vaatimaton,3128
provider,toimittaja,3129
delay,viive,3130
agricultural,maatalous,3131
explode,räjähtää,3132
stroke,tahti,3133
scope,laajuus,3134
punishment,rankaiseminen,3135
handful,kourallinen,3136
badly,huonosti,3137
horizon,horisontti,3138
curious,utelias,3139
downtown,keskustassa,3140
girlfriend,tyttöystävä,3141
prompt,nopea,3142
request,pyyntö,3143
cholesterol,kolesteroli,3144
absorb,omaksua,3145
adjustment,säätö,3146
taxpayer,veronmaksaja,3147
eager,innokas,3148
principal,pääasiallinen,3149
detailed,yksityiskohtainen,3150
motivation,motivaatio,3151
assignment,toimeksianto,3152
restriction,rajoitus,3153
across,poikki,3154
Palestinian,palestiinalainen,3155
laboratory,laboratorio,3156
workshop,työpaja,3157
differently,eri tavalla,3158
auto,auto,3159
romantic,romanttinen,3160
cotton,puuvilla,3161
motor,moottori,3162
sue,haastaa oikeuteen,3163
flavor,maku,3164
overlook,unohtaa,3165
float,kellua,3166
undergo,läpikäydä,3167
sequence,jakso,3168
demonstration,esittely,3169
jet,suihkukone,3170
orange,oranssi,3171
consumption,kulutus,3172
assert,puolustaa,3173
blade,terä,3174
temporary,tilapäinen,3175
medication,lääkitys,3176
print,Tulosta,3177
cabin,hytti,3178
bite,purra,3179
relative,suhteellinen,3180
edition,painos,3181
valley,laakso,3182
yours,sinun,3183
pitch,piki,3184
pine,mänty,3185
brilliant,loistava,3186
versus,vastaan,3187
manufacturing,valmistus,3188
risk,riski,3189
Christian,kristillinen,3190
complex,monimutkainen,3191
absolute,absoluuttinen,3192
chef,kokki,3193
discrimination,syrjintä,3194
offensive,hyökkäys,3195
German,Saksan kieli,3196
suit,puku,3197
boom,puomi,3198
register,ilmoittautua,3199
appoint,nimittää,3200
heritage,perintö,3201
God,Jumala,3202
terrorist,terroristi,3203
dominant,hallitseva,3204
successfully,onnistuneesti,3205
shit,paska,3206
lemon,sitruuna,3207
hungry,nälkäinen,3208
sense,tunne,3209
dry,kuiva,3210
wander,vaeltaa,3211
submit,Lähetä,3212
economics,taloustiede,3213
naked,alasti,3214
anticipate,ennakoida,3215
nut,mutteri,3216
legacy,perintö,3217
extension,laajentaminen,3218
shrug,olankohautus,3219
fly,lentää,3220
battery,akku,3221
arrival,saapuminen,3222
legitimate,laillinen,3223
orientation,suuntautuminen,3224
inflation,inflaatio,3225
cope,selviytyä,3226
flame,liekki,3227
cluster,rykelmä,3228
host,isäntä,3229
wound,haava,3230
dependent,riippuvainen,3231
shower,suihku,3232
institutional,institutionaalinen,3233
depict,kuvata,3234
operating,käyttö-,3235
flesh,liha,3236
garage,autotalli,3237
operator,operaattori,3238
instructor,ohjaaja,3239
collapse,romahdus,3240
borrow,lainata,3241
furthermore,lisäksi,3242
comedy,komedia,3243
mortgage,kiinnitys,3244
sanction,sanktio,3245
civilian,siviili-,3246
twelve,kaksitoista,3247
weekly,viikoittain,3248
habitat,elinympäristö,3249
grain,jyvä,3250
brush,harjata,3251
consciousness,tajunta,3252
devote,omistaa,3253
crack,crack,3254
measurement,mittaus,3255
province,maakunta,3256
ease,helppous,3257
seize,takavarikoida,3258
ethics,etiikka,3259
nomination,nimitys,3260
permission,lupa,3261
wise,viisas,3262
actress,näyttelijä,3263
summit,kokous,3264
acid,happo,3265
odds,todennäköisyys,3266
gifted,lahjakas,3267
frustration,pettymys,3268
medium,keskikokoinen,3269
function,toiminto,3270
physically,fyysisesti,3271
grant,myöntää,3272
distinguish,erottaa,3273
shore,ranta,3274
repeatedly,toistuvasti,3275
lung,keuhko,3276
firm,yritys,3277
running,juoksu,3278
correct,oikea,3279
distinct,selvä,3280
artistic,taiteellinen,3281
discourse,esitelmä,3282
basket,kori,3283
ah,Ah,3284
fighting,taistelevat,3285
impressive,vaikuttava,3286
competitor,kilpailija,3287
ugly,ruma,3288
worried,huolestunut,3289
portray,kuvata,3290
powder,jauhe,3291
ghost,aave,3292
persuade,suostutella,3293
moderate,kohtalainen,3294
subsequent,myöhempi,3295
continued,jatkui,3296
cookie,pikkuleipä,3297
carrier,kantaja,3298
cooking,ruoanlaitto,3299
frequent,tiheä,3300
ban,kieltää,3301
swing,keinu,3302
orange,oranssi,3303
awful,hirveä,3304
admire,ihailla,3305
pet,lemmikki-,3306
miracle,ihme,3307
exceed,ylittää,3308
rhythm,rytmi,3309
widespread,laajalle levinnyt,3310
killing,tappaminen,3311
lovely,ihana,3312
sin,synti,3313
charity,hyväntekeväisyys,3314
script,käsikirjoitus,3315
tactic,taktiikka,3316
identification,henkilöllisyystodistus,3317
transformation,muutos,3318
everyday,joka päivä,3319
headline,otsikko,3320
crash,romahdus,3321
venture,hanke,3322
invasion,invaasio,3323
military,sotilaallinen,3324
nonetheless,kuitenkin,3325
adequate,riittävä,3326
piano,piano,3327
grocery,ruokakauppa,3328
intensity,intensiteetti,3329
exhibit,näyttely,3330
high,korkea,3331
blanket,viltti,3332
margin,marginaali,3333
principal,pääasiallinen,3334
quarterback,pelinrakentaja,3335
mouse,hiiri,3336
rope,köysi,3337
concrete,betoni,3338
prescription,resepti,3339
African-American,Afrikkalais-amerikkalainen,3340
chase,ajaa takaa,3341
document,asiakirja,3342
brick,tiili,3343
recruit,rekrytoida,3344
patch,läikkä,3345
consensus,yhteisymmärrys,3346
horror,kauhu,3347
recording,äänite,3348
changing,vaihtaa,3349
painter,taidemaalari,3350
colonial,siirtomaa-,3351
pie,piirakka,3352
sake,vuoksi,3353
gaze,tuijottaa,3354
courage,rohkeus,3355
pregnancy,raskaus,3356
swear,vannoa,3357
defeat,voittaa,3358
clue,vihje,3359
reinforce,vahvistaa,3360
win,voittaa,3361
confusion,sekaannus,3362
slice,viipale,3363
occupation,ammatti,3364
dear,rakas,3365
coal,kivihiili,3366
sacred,pyhä,3367
criminal,rikollinen,3368
formula,kaava,3369
cognitive,kognitiivinen,3370
collective,kollektiivinen,3371
exact,tarkka,3372
uncle,setä,3373
square,neliö-,3374
captain,kapteeni,3375
sigh,huokaus,3376
attribute,ominaisuus,3377
dare,uskaltaa,3378
okay,Okei,3379
homeless,asunnoton,3380
cool,viileä,3381
gallery,galleria,3382
soccer,jalkapallo,3383
defendant,vastaaja,3384
tunnel,tunneli,3385
fitness,kunto,3386
lap,kierros,3387
grave,hauta,3388
toe,varvas,3389
container,kontti,3390
virtue,hyve,3391
abroad,ulkomailla,3392
architect,arkkitehti,3393
dramatically,dramaattisesti,3394
makeup,meikki,3395
inquiry,tiedustelu,3396
rose,ruusu-,3397
surprisingly,yllättävän,3398
highlight,kohokohta,3399
decrease,pienentää,3400
indication,osoitus,3401
rail,kisko,3402
anniversary,vuosipäivä,3403
couch,sohva,3404
alliance,liitto,3405
hypothesis,hypoteesi,3406
boyfriend,poikaystävä,3407
compose,säveltää,3408
peer,vertainen,3409
mess,sotku,3410
rank,arvo,3411
legend,legenda,3412
regulate,säännellä,3413
adolescent,nuori,3414
shine,paistaa,3415
norm,normi,3416
upset,poissa tolaltaan,3417
remark,huomautus,3418
resign,erota,3419
reward,palkinto,3420
gentle,lempeä,3421
related,liittyvä,3422
organ,urut,3423
lightly,kevyesti,3424
concerning,koskevat,3425
invent,keksiä,3426
laughter,nauru,3427
fit,sovittaa,3428
northwest,luoteeseen,3429
counseling,neuvonta,3430
tight,tiukka,3431
receiver,vastaanotin,3432
ritual,rituaali-,3433
insect,hyönteinen,3434
interrupt,keskeyttää,3435
salmon,lohi,3436
favor,suosia,3437
trading,kaupankäynti,3438
concern,koskea,3439
magic,taika-,3440
superior,esimies,3441
combat,taistelu,3442
stem,varsi,3443
surgeon,kirurgi,3444
acceptable,hyväksyttävä,3445
physics,fysiikka,3446
rape,raiskata,3447
counsel,neuvo,3448
brush,harjata,3449
jeans,farkut,3450
hunt,metsästää,3451
continuous,jatkuva,3452
log,loki,3453
echo,kaiku,3454
pill,pilleri,3455
excited,innoissaan,3456
sculpture,veistos,3457
compound,yhdiste,3458
integrate,yhdistää,3459
flour,jauhot,3460
bitter,katkera,3461
bare,paljas,3462
slope,rinne,3463
rent,vuokrata,3464
presidency,puheenjohtajuus,3465
serving,tarjoilu,3466
subtle,hienovarainen,3467
greatly,suuresti,3468
bishop,piispa,3469
drinking,juominen,3470
delay,viive,3471
cry,itkeä,3472
acceptance,hyväksyminen,3473
collapse,romahdus,3474
shop,myymälä,3475
pump,pumppu,3476
candy,karamelli,3477
evil,paha,3478
final,lopullinen,3479
finance,Rahoittaa,3480
pleased,tyytyväinen,3481
medal,mitali,3482
beg,kerjätä,3483
sponsor,sponsori,3484
ethical,eettinen,3485
secondary,toissijainen,3486
slam,läjähtää,3487
export,viedä,3488
experimental,kokeellinen,3489
melt,sulaa,3490
midnight,keskiyö,3491
net,netto,3492
curve,käyrä,3493
integrity,eheys,3494
entitle,oikeuttavat,3495
evident,ilmeinen,3496
logic,logiikka,3497
essence,olemus,3498
park,pysäköidä,3499
exclude,sulkea,3500
harsh,karkea,3501
closet,komero,3502
suburban,esikaupunki-,3503
greet,tervehtiä,3504
favor,suosia,3505
interior,sisusta,3506
corridor,käytävä,3507
murder,murhata,3508
retail,jälleenmyynti,3509
pitcher,syöttäjä,3510
march,maaliskuu,3511
snake,käärme,3512
pitch,piki,3513
excuse,tekosyy,3514
cross,ylittää,3515
weakness,heikkous,3516
pig,sika,3517
cold,kylmä,3518
classical,klassinen,3519
estimated,arvioitu,3520
T-shirt,T-paita,3521
online,verkossa,3522
unemployment,työttömyys,3523
civilization,sivistys,3524
fold,taittaa,3525
patient,potilas,3526
pop,pop-,3527
daily,päivittäin,3528
reverse,käänteinen,3529
missing,puuttuva,3530
correlation,korrelaatio,3531
humanity,ihmiskunta,3532
flash,salama,3533
developer,kehittäjä,3534
reliable,luotettava,3535
excitement,jännitys,3536
beef,naudanliha,3537
Islam,islam,3538
Roman,roomalainen,3539
stretch,venyttää,3540
architecture,arkkitehtuuri,3541
occasional,satunnainen,3542
administrative,hallinnollinen,3543
elbow,kyynärpää,3544
deadly,tappava,3545
Muslim,muslimi,3546
Hispanic,latinalaisamerikkalainen,3547
allegation,väite,3548
tip,kärki,3549
confuse,sekoittaa,3550
airplane,lentokone,3551
monthly,kuukausittain,3552
duck,Ankka,3553
dose,annos,3554
Korean,Korealainen,3555
plead,anoa,3556
initiate,aloittaa,3557
lecture,luento,3558
van,pakettiauto,3559
sixth,kuudes,3560
bay,lahti,3561
mainstream,valtavirta,3562
suburb,lähiö,3563
sandwich,voileipä,3564
unlike,toisin kuin,3565
trunk,runko,3566
rumor,huhu,3567
implementation,täytäntöönpano,3568
swallow,niellä,3569
motivate,motivoida,3570
render,tehdä,3571
longtime,pitkä aika,3572
trap,ansa,3573
restrict,rajoittaa,3574
cloth,kangas,3575
seemingly,näennäisesti,3576
legislative,lainsäädännöllinen,3577
effectiveness,tehokkuuden,3578
enforce,valvoa,3579
lens,linssi,3580
reach,saavuttaa,3581
inspector,tarkastaja,3582
lend,lainata,3583
plain,tavallinen,3584
fraud,petos,3585
companion,kumppani,3586
contend,väittää,3587
nail,naulata,3588
array,ryhmä,3589
strict,tiukka,3590
assemble,koota,3591
frankly,avoimesti,3592
rat,rotta,3593
burst,räjähtää,3594
hallway,käytävä,3595
cave,luola,3596
inevitable,väistämätön,3597
southwest,lounaaseen,3598
monster,hirviö,3599
speed,nopeus,3600
protest,protesti,3601
unexpected,odottamaton,3602
obstacle,este,3603
facilitate,helpottaa,3604
encounter,kohdata,3605
rip,lepää rauhassa,3606
herb,yrtti,3607
overwhelming,ylivoimainen,3608
integration,integraatio,3609
crystal,kristalli,3610
recession,lama,3611
wish,toive,3612
top,ylin,3613
written,kirjallinen,3614
motive,motiivi,3615
label,etiketti,3616
flood,tulva,3617
pen,kynä,3618
ownership,omistaminen,3619
nightmare,painajainen,3620
notice,ilmoitus,3621
inspection,tarkastus,3622
supervisor,valvoja,3623
consult,konsultoida,3624
arena,areena,3625
laugh,nauraa,3626
diagnosis,diagnoosi,3627
possession,hallinta,3628
forgive,antaa anteeksi,3629
warm,lämmin,3630
consistently,johdonmukaisesti,3631
basement,kellarikerros,3632
project,projekti,3633
drift,ajelehtia,3634
drain,valua,3635
last,kestää,3636
prosecution,syyte,3637
maximum,enimmäismäärä,3638
announcement,ilmoitus,3639
warrior,soturi,3640
prediction,ennustus,3641
bacteria,bakteerit,3642
questionnaire,kyselylomake,3643
mud,muta,3644
infrastructure,infrastruktuuri,3645
hurry,kiire,3646
privilege,etuoikeus,3647
temple,temppeli,3648
medium,keskikokoinen,3649
outdoor,ulko-,3650
suck,imaista,3651
and/or,ja tai,3652
broadcast,lähettää,3653
re,re,3654
leap,harppaus,3655
random,satunnainen,3656
past,menneisyys,3657
wrist,ranne,3658
curtain,verho,3659
monitor,monitori,3660
pond,lampi,3661
domain,verkkotunnuksen,3662
guilt,syyllisyys,3663
cattle,karja,3664
subject,aihe,3665
walking,kävely,3666
playoff,Pudotuspeli,3667
minimum,minimi,3668
fiscal,vero-,3669
skirt,hame,3670
dump,kaatopaikka,3671
hence,siten,3672
database,tietokanta,3673
uncomfortable,epämiellyttävä,3674
aim,tavoite,3675
execute,suorittaa,3676
limb,raaja,3677
ideology,ideologia,3678
average,keskiverto,3679
welcome,Tervetuloa,3680
tune,virittää,3681
continuing,jatkuva,3682
harm,vahingoittaa,3683
railroad,rautatie,3684
endure,kestää,3685
radiation,säteily,3686
horn,sarvi,3687
chronic,krooninen,3688
peaceful,rauhallinen,3689
innovation,innovaatio,3690
strain,rasitus,3691
guitar,kitara,3692
replacement,korvaus,3693
behave,käyttäytyä,3694
administer,hallita,3695
simultaneously,samanaikaisesti,3696
dancer,tanssija,3697
amendment,muutos,3698
guard,vartija,3699
pad,tyyny,3700
transmission,lähetys,3701
await,odottaa,3702
retired,eläkkeellä,3703
trigger,laukaista,3704
spill,läikkyminen,3705
grateful,kiitollinen,3706
grace,armo,3707
virtual,virtuaali-,3708
response,vastaus,3709
colony,siirtomaa,3710
adoption,hyväksyminen,3711
slide,dia,3712
indigenous,kotoperäinen,3713
closed,suljettu,3714
convict,tuomittu,3715
civilian,siviili-,3716
towel,pyyhe,3717
modify,muuttaa,3718
particle,hiukkanen,3719
award,myöntää,3720
glance,silmäys,3721
prize,palkinto-,3722
landing,lasku,3723
conduct,käytös,3724
blue,sininen,3725
boost,edistää,3726
bat,lepakko,3727
alarm,hälytys,3728
festival,festivaali,3729
grip,pito,3730
weird,outo,3731
undermine,heikentää,3732
freshman,fuksi,3733
sweat,hiki,3734
outer,ulompi,3735
European,eurooppalainen,3736
drunk,humalassa,3737
survey,tutkimus,3738
research,tutkimus,3739
separation,erottaminen,3740
traditionally,perinteisesti,3741
stuff,jutut,3742
govern,hallita,3743
southeast,kaakko,3744
intelligent,älykäs,3745
wherever,missä vain,3746
ballot,äänestys,3747
rhetoric,retoriikka,3748
convinced,vakuuttunut,3749
driving,ajo-,3750
vitamin,vitamiini,3751
enthusiasm,innostusta,3752
accommodate,majoittaa,3753
praise,kehua,3754
injure,vahingoittaa,3755
wilderness,erämaa,3756
nearby,lähistöllä,3757
endless,loputon,3758
mandate,mandaatti,3759
pause,tauko,3760
excuse,tekosyy,3761
respectively,vastaavasti,3762
uncertainty,epävarmuus,3763
chaos,kaaos,3764
short,lyhyt,3765
mechanical,mekaaninen,3766
canvas,kangas,3767
forty,neljäkymmentä,3768
matter,asia,3769
lobby,aula,3770
profound,syvällinen,3771
format,muoto,3772
trait,piirre,3773
currency,valuutta,3774
turkey,Turkki,3775
reserve,varata,3776
beam,palkki,3777
abuse,väärinkäyttö,3778
astronomer,tähtitieteilijä,3779
corruption,korruptio,3780
contractor,urakoitsija,3781
